No,프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적,일정 차이,일정 준수 여부
276,P1,DPBOM000000276,재마킹,F4,D6,자체 진행,D3,2024-08-19,2024-08-06,-13,False
277,P1,DPBOM000000277,가공,F4,D7,자체 진행,D3,2024-07-24,2024-07-06,-18,False
278,P1,DPBOM000000278,가공,F2,D2,D5,D3,2023-09-08,2023-08-19,-20,False
279,P1,DPBOM000000279,가공,F2,D2,D5,D3,2023-04-11,2023-03-16,-26,False
280,P1,DPBOM000000280,족장,F3,D3,자체 진행,D4,2023-07-14,2023-06-26,-18,False
281,P1,DPBOM000000281,공작,F2,D4,D5,D3,2024-08-09,2024-08-03,-6,False
282,P1,DPBOM000000282,철의장,F2,D5,D5,D3,2023-04-29,2023-05-15,16,True
283,P1,DPBOM000000283,가공,F2,D2,D5,D3,2022-11-11,2022-10-28,-14,False
284,P1,DPBOM000000284,족장,F3,D3,자체 진행,D4,2023-01-16,2023-01-04,-12,False
285,P1,DPBOM000000285,공작,F2,D4,자체 진행,D3,2022-11-20,2022-10-23,-28,False
286,P1,DPBOM000000286,철의장,F2,D5,자체 진행,D3,2022-07-16,2022-07-02,-14,False
287,P1,DPBOM000000287,가공,F2,D2,D5,D3,2023-11-05,2023-10-21,-15,False
288,P1,DPBOM000000288,재마킹,F4,D6,자체 진행,D3,2023-12-15,2023-11-22,-23,False
289,P1,DPBOM000000289,가공,F4,D7,자체 진행,D3,2022-07-30,2022-07-01,-29,False
290,P1,DPBOM000000290,가공,F2,D2,D5,D3,2024-08-03,2024-08-02,-1,False
291,P1,DPBOM000000291,재마킹,F4,D6,자체 진행,D3,2023-04-14,2023-04-05,-9,False
292,P1,DPBOM000000292,가공,F4,D7,자체 진행,D3,2022-07-05,2022-06-30,-5,False
293,P1,DPBOM000000293,가공,F2,D2,D5,D3,2022-04-14,2022-04-08,-6,False
294,P1,DPBOM000000294,가공,F2,D2,D5,D3,2023-03-18,2023-03-17,-1,False
295,P1,DPBOM000000295,족장,F3,D3,자체 진행,D4,2022-06-02,2022-05-14,-19,False
296,P1,DPBOM000000296,의장,F1,D8,자체 진행,D1,2022-12-20,2022-12-12,-8,False
297,P1,DPBOM000000297,공작,F2,D4,D5,D3,2022-10-09,2022-09-13,-26,False
298,P1,DPBOM000000298,철의장,F2,D5,D5,D3,2024-02-14,2024-02-11,-3,False
299,P1,DPBOM000000299,가공,F2,D2,D5,D3,2022-01-17,2022-01-05,-12,False
300,P1,DPBOM000000300,재마킹,F4,D6,자체 진행,D3,2022-11-26,2022-11-05,-21,False
301,P1,DPBOM000000301,가공,F4,D7,자체 진행,D3,2024-05-10,2024-05-03,-7,False
302,P1,DPBOM000000302,가공,F2,D2,D5,D3,2024-08-03,2024-07-24,-10,False
303,P1,DPBOM000000303,재마킹,F4,D6,자체 진행,D3,2024-05-01,2024-04-04,-27,False
304,P1,DPBOM000000304,가공,F4,D7,자체 진행,D3,2022-06-15,2022-05-31,-15,False
305,P1,DPBOM000000305,재마킹,F4,D6,자체 진행,D3,2023-08-01,2023-07-11,-21,False
306,P1,DPBOM000000306,가공,F4,D7,자체 진행,D3,2023-09-04,2023-08-18,-17,False
307,P1,DPBOM000000307,가공,F2,D2,D5,D3,2024-08-15,2024-07-21,-25,False
308,P1,DPBOM000000308,가공,F2,D2,D5,D3,2024-06-26,2024-06-12,-14,False
309,P1,DPBOM000000309,족장,F3,D3,자체 진행,D4,2023-10-25,2023-10-19,-6,False
310,P1,DPBOM000000310,공작,F2,D4,D5,D3,2024-04-01,2024-03-18,-14,False
311,P1,DPBOM000000311,철의장,F2,D5,D5,D3,2023-12-01,2023-11-07,-24,False
312,P1,DPBOM000000312,가공,F2,D2,D5,D3,2022-09-23,2022-09-02,-21,False
313,P1,DPBOM000000313,족장,F3,D3,자체 진행,D4,2022-10-11,2022-09-24,-17,False
314,P1,DPBOM000000314,공작,F2,D4,D5,D3,2024-01-01,2023-12-18,-14,False
315,P1,DPBOM000000315,철의장,F2,D5,D5,D3,2021-10-17,2021-10-02,-15,False
316,P1,DPBOM000000316,가공,F2,D2,D5,D3,2021-09-09,2021-09-04,-5,False
317,P1,DPBOM000000317,재마킹,F4,D6,자체 진행,D3,2023-09-20,2023-09-13,-7,False
318,P1,DPBOM000000318,가공,F4,D7,자체 진행,D3,2024-07-13,2024-07-11,-2,False
319,P1,DPBOM000000319,가공,F2,D2,D5,D3,2023-12-31,2023-12-10,-21,False
320,P1,DPBOM000000320,가공,F2,D2,D5,D3,2023-01-22,2023-02-09,18,True
321,P1,DPBOM000000321,가공,F2,D2,D5,D3,2021-09-16,2021-09-13,-3,False
322,P1,DPBOM000000322,가공,F2,D2,D5,D3,2021-10-14,2021-10-26,12,True
323,P1,DPBOM000000323,족장,F3,D3,자체 진행,D4,2024-05-24,2024-05-06,-18,False
324,P1,DPBOM000000324,공작,F2,D4,D5,D3,2022-09-16,2022-08-20,-27,False
325,P1,DPBOM000000325,철의장,F2,D5,D5,D3,2024-02-02,2024-02-01,-1,False
326,P1,DPBOM000000326,가공,F2,D2,D5,D3,2023-07-15,2023-06-23,-22,False
327,P1,DPBOM000000327,재마킹,F4,D6,자체 진행,D3,2023-08-29,2023-08-27,-2,False
328,P1,DPBOM000000328,가공,F4,D7,자체 진행,D3,2022-08-04,2022-07-12,-23,False
329,P1,DPBOM000000329,가공,F2,D2,D5,D3,2023-02-26,2023-02-16,-10,False
330,P1,DPBOM000000330,가공,F2,D2,자체 진행,D3,2022-03-04,2022-02-20,-12,False
331,P1,DPBOM000000331,족장,F3,D3,자체 진행,D4,2024-08-15,2024-07-19,-27,False
332,P1,DPBOM000000332,공작,F2,D4,D5,D3,2022-07-15,2022-06-29,-16,False
333,P1,DPBOM000000333,철의장,F2,D5,D5,D3,2022-07-30,2022-07-24,-6,False
334,P1,DPBOM000000334,가공,F2,D2,자체 진행,D3,2024-01-17,2024-01-16,-1,False
335,P1,DPBOM000000335,가공,F2,D2,자체 진행,D3,2024-08-21,2024-08-07,-14,False
336,P1,DPBOM000000336,재마킹,F4,D6,자체 진행,D3,2021-11-01,2021-10-08,-24,False
337,P1,DPBOM000000337,가공,F4,D7,자체 진행,D3,2024-01-22,2023-12-30,-23,False
338,P1,DPBOM000000338,가공,F2,D2,자체 진행,D3,2022-01-07,2021-12-16,-22,False
339,P1,DPBOM000000339,가공,F2,D2,자체 진행,D3,2022-02-20,2022-02-12,-8,False
340,P1,DPBOM000000340,가공,F2,D2,D5,D3,2024-07-07,2024-07-13,6,True
341,P1,DPBOM000000341,족장,F3,D3,자체 진행,D4,2024-06-19,2024-05-24,-26,False
342,P1,DPBOM000000342,공작,F2,D4,D5,D3,2022-01-15,2021-12-23,-23,False
343,P1,DPBOM000000343,철의장,F2,D5,D5,D3,2022-12-20,2023-01-08,19,True
344,P1,DPBOM000000344,가공,F2,D2,D5,D3,2023-05-07,2023-04-10,-27,False
345,P1,DPBOM000000345,가공,F2,D2,D5,D3,2022-08-18,2022-07-31,-18,False
346,P1,DPBOM000000346,재마킹,F4,D6,자체 진행,D3,2022-04-07,2022-04-06,-1,False
347,P1,DPBOM000000347,가공,F4,D7,자체 진행,D3,2022-05-26,2022-05-12,-14,False
348,P1,DPBOM000000348,가공,F2,D2,D5,D3,2023-06-25,2023-06-14,-11,False
349,P1,DPBOM000000349,가공,F2,D2,D5,D3,2024-02-18,2024-02-17,-1,False
350,P1,DPBOM000000350,족장,F3,D3,자체 진행,D4,2023-07-30,2023-07-14,-16,False
351,P1,DPBOM000000351,공작,F2,D4,D5,D3,2022-10-11,2022-10-03,-8,False
352,P1,DPBOM000000352,철의장,F2,D5,D5,D3,2023-10-26,2023-09-29,-27,False
353,P1,DPBOM000000353,가공,F2,D2,D5,D3,2022-04-11,2022-04-03,-8,False
354,P1,DPBOM000000354,가공,F2,D2,D5,D3,2022-02-07,2022-01-14,-24,False
355,P1,DPBOM000000355,공작,F2,D4,D5,D3,2021-10-01,2021-09-16,-15,False
356,P1,DPBOM000000356,철의장,F2,D5,D5,D3,2024-08-04,2024-07-06,-29,False
357,P1,DPBOM000000357,가공,F2,D2,자체 진행,D3,2022-05-22,2022-05-01,-21,False
358,P1,DPBOM000000358,족장,F3,D3,자체 진행,D4,2022-02-07,2022-01-23,-15,False
359,P1,DPBOM000000359,재마킹,F4,D6,자체 진행,D3,2024-04-28,2024-04-17,-11,False
360,P1,DPBOM000000360,가공,F4,D7,자체 진행,D3,2022-04-03,2022-03-07,-27,False
361,P1,DPBOM000000361,의장,F1,D8,자체 진행,D1,2022-10-19,2022-10-11,-8,False
362,P1,DPBOM000000362,공작,F2,D4,자체 진행,D3,2023-11-18,2023-11-09,-9,False
363,P1,DPBOM000000363,철의장,F2,D5,자체 진행,D3,2023-08-06,2023-07-10,-27,False
364,P1,DPBOM000000364,가공,F2,D2,자체 진행,D3,2023-01-11,2022-12-17,-25,False
365,P1,DPBOM000000365,가공,F2,D2,자체 진행,D3,2022-03-24,2022-03-17,-7,False
366,P1,DPBOM000000366,재마킹,F4,D6,자체 진행,D3,2023-09-27,2023-09-21,-6,False
367,P1,DPBOM000000367,가공,F4,D7,자체 진행,D3,2024-07-14,2024-06-19,-25,False
368,P1,DPBOM000000368,재마킹,F4,D6,자체 진행,D3,2022-11-04,2022-10-31,-4,False
369,P1,DPBOM000000369,가공,F4,D7,자체 진행,D3,2023-03-28,2023-03-21,-7,False
370,P1,DPBOM000000370,가공,F2,D2,자체 진행,D3,2023-10-07,2023-09-13,-24,False
371,P1,DPBOM000000371,족장,F3,D3,자체 진행,D4,2024-03-22,2024-02-27,-24,False
372,P1,DPBOM000000372,의장,F1,D8,자체 진행,D1,2023-09-03,2023-08-13,-21,False
373,P1,DPBOM000000373,공작,F2,D4,자체 진행,D3,2024-01-02,2023-12-04,-29,False
374,P1,DPBOM000000374,철의장,F2,D5,자체 진행,D3,2023-07-28,2023-07-17,-11,False
375,P1,DPBOM000000375,가공,F2,D2,자체 진행,D3,2023-12-29,2023-12-10,-19,False
376,P1,DPBOM000000376,재마킹,F4,D6,자체 진행,D3,2024-04-13,2024-04-07,-6,False
377,P1,DPBOM000000377,가공,F4,D7,자체 진행,D3,2022-03-01,2022-02-06,-23,False
378,P1,DPBOM000000378,가공,F2,D2,자체 진행,D3,2022-12-14,2022-11-27,-17,False
379,P1,DPBOM000000379,족장,F3,D3,자체 진행,D4,2021-11-24,2021-11-07,-17,False
380,P1,DPBOM000000380,의장,F1,D8,자체 진행,D1,2023-03-24,2023-02-27,-25,False
381,P1,DPBOM000000381,공작,F2,D4,자체 진행,D3,2021-12-02,2021-11-22,-10,False
382,P1,DPBOM000000382,철의장,F2,D5,자체 진행,D3,2021-09-21,2021-09-17,-4,False
383,P1,DPBOM000000383,가공,F2,D2,자체 진행,D3,2023-02-10,2023-01-31,-10,False
384,P1,DPBOM000000384,가공,F2,D2,자체 진행,D3,2024-08-10,2024-07-12,-29,False
385,P1,DPBOM000000385,재마킹,F4,D6,자체 진행,D3,2023-12-16,2023-11-30,-16,False
386,P1,DPBOM000000386,가공,F4,D7,자체 진행,D3,2024-02-11,2024-01-28,-14,False
387,P1,DPBOM000000387,재마킹,F4,D6,자체 진행,D3,2023-09-03,2023-08-18,-16,False
388,P1,DPBOM000000388,가공,F4,D7,자체 진행,D3,2024-04-01,2024-03-06,-26,False
389,P1,DPBOM000000389,재마킹,F4,D6,자체 진행,D3,2022-09-25,2022-08-29,-27,False
390,P1,DPBOM000000390,가공,F4,D7,자체 진행,D3,2023-02-07,2023-01-17,-21,False
391,P1,DPBOM000000391,가공,F2,D2,자체 진행,D3,2023-12-11,2023-11-14,-27,False
392,P1,DPBOM000000392,족장,F3,D3,자체 진행,D4,2024-07-05,2024-06-13,-22,False
393,P1,DPBOM000000393,의장,F1,D8,자체 진행,D1,2023-10-19,2023-10-12,-7,False
394,P1,DPBOM000000394,공작,F2,D4,자체 진행,D3,2023-03-31,2023-03-27,-4,False
395,P1,DPBOM000000395,철의장,F2,D5,자체 진행,D3,2022-11-02,2022-10-26,-7,False
396,P1,DPBOM000000396,가공,F2,D2,자체 진행,D3,2022-08-09,2022-08-03,-6,False
397,P1,DPBOM000000397,재마킹,F4,D6,자체 진행,D3,2024-08-07,2024-08-04,-3,False
398,P1,DPBOM000000398,가공,F4,D7,자체 진행,D3,2021-09-03,2021-08-18,-16,False
399,P1,DPBOM000000399,가공,F2,D2,자체 진행,D3,2021-12-04,2021-11-15,-19,False
400,P1,DPBOM000000400,족장,F3,D3,자체 진행,D4,2024-03-19,2024-03-09,-10,False
401,P1,DPBOM000000401,의장,F1,D8,자체 진행,D1,2023-08-05,2023-07-23,-13,False
402,P1,DPBOM000000402,공작,F2,D4,자체 진행,D3,2024-02-14,2024-01-16,-29,False
403,P1,DPBOM000000403,철의장,F2,D5,자체 진행,D3,2022-10-29,2022-10-15,-14,False
404,P1,DPBOM000000404,가공,F2,D2,자체 진행,D3,2024-02-06,2024-01-26,-11,False
405,P1,DPBOM000000405,가공,F2,D2,자체 진행,D3,2023-07-28,2023-07-24,-4,False
406,P1,DPBOM000000406,재마킹,F4,D6,자체 진행,D3,2024-03-15,2024-03-04,-11,False
407,P1,DPBOM000000407,가공,F4,D7,자체 진행,D3,2022-03-13,2022-02-20,-21,False
408,P1,DPBOM000000408,가공,F2,D2,자체 진행,D3,2024-03-12,2024-02-29,-12,False
409,P1,DPBOM000000409,재마킹,F4,D6,자체 진행,D3,2022-04-16,2022-03-19,-28,False
410,P1,DPBOM000000410,가공,F4,D7,자체 진행,D3,2023-05-28,2023-04-30,-28,False
411,P1,DPBOM000000411,재마킹,F4,D6,자체 진행,D3,2023-05-21,2023-05-03,-18,False
412,P1,DPBOM000000412,가공,F4,D7,자체 진행,D3,2021-11-30,2021-11-17,-13,False
413,P1,DPBOM000000413,가공,F2,D2,자체 진행,D3,2023-12-06,2023-11-13,-23,False
414,P1,DPBOM000000414,족장,F3,D3,자체 진행,D4,2022-07-10,2022-06-25,-15,False
415,P1,DPBOM000000415,의장,F1,D8,자체 진행,D1,2023-08-14,2023-08-12,-2,False
416,P1,DPBOM000000416,공작,F2,D4,자체 진행,D3,2021-11-23,2021-11-22,-1,False
417,P1,DPBOM000000417,철의장,F2,D5,자체 진행,D3,2024-01-01,2023-12-23,-9,False
418,P1,DPBOM000000418,가공,F2,D2,자체 진행,D3,2023-12-17,2023-12-01,-16,False
419,P1,DPBOM000000419,가공,F2,D2,자체 진행,D3,2022-06-20,2022-05-28,-23,False
420,P1,DPBOM000000420,재마킹,F4,D6,자체 진행,D3,2024-05-05,2024-04-19,-16,False
421,P1,DPBOM000000421,가공,F4,D7,자체 진행,D3,2023-02-07,2023-01-24,-14,False
422,P1,DPBOM000000422,가공,F2,D2,자체 진행,D3,2021-09-27,2021-09-10,-17,False
423,P1,DPBOM000000423,재마킹,F4,D6,자체 진행,D3,2023-05-18,2023-05-13,-5,False
424,P1,DPBOM000000424,가공,F4,D7,자체 진행,D3,2023-07-12,2023-06-26,-16,False
425,P1,DPBOM000000425,가공,F2,D2,자체 진행,D3,2023-03-03,2023-02-28,-3,False
426,P1,DPBOM000000426,재마킹,F4,D6,자체 진행,D3,2023-10-30,2023-10-01,-29,False
427,P1,DPBOM000000427,가공,F4,D7,자체 진행,D3,2023-11-18,2023-10-21,-28,False
428,P1,DPBOM000000428,재마킹,F4,D6,자체 진행,D3,2023-12-28,2023-12-13,-15,False
429,P1,DPBOM000000429,가공,F4,D7,자체 진행,D3,2021-12-02,2021-11-09,-23,False
430,P1,DPBOM000000430,가공,F4,D7,자체 진행,D3,2021-09-27,2021-09-22,-5,False
431,P1,DPBOM000000431,가공,F2,D2,자체 진행,D3,2022-05-08,2022-04-13,-25,False
432,P1,DPBOM000000432,공작,F2,D4,자체 진행,D3,2023-06-25,2023-05-27,-29,False
433,P1,DPBOM000000433,철의장,F2,D5,자체 진행,D3,2023-07-04,2023-07-03,-1,False
434,P1,DPBOM000000434,가공,F2,D2,자체 진행,D3,2023-06-29,2023-06-20,-9,False
435,P1,DPBOM000000435,공작,F2,D4,자체 진행,D3,2024-05-10,2024-04-15,-25,False
436,P1,DPBOM000000436,철의장,F2,D5,자체 진행,D3,2024-01-11,2023-12-18,-24,False
437,P1,DPBOM000000437,가공,F2,D2,D5,D3,2022-10-10,2022-10-07,-3,False
438,P1,DPBOM000000438,족장,F3,D3,자체 진행,D4,2024-04-23,2024-04-14,-9,False
439,P1,DPBOM000000439,재마킹,F4,D6,자체 진행,D3,2023-12-13,2023-11-26,-17,False
440,P1,DPBOM000000440,가공,F4,D7,자체 진행,D3,2024-06-26,2024-06-17,-9,False
441,P1,DPBOM000000441,의장,F1,D8,자체 진행,D1,2022-08-18,2022-07-23,-26,False
442,P1,DPBOM000000442,공작,F2,D4,D5,D3,2022-11-29,2022-11-22,-7,False
443,P1,DPBOM000000443,철의장,F2,D5,D5,D3,2022-12-03,2022-11-29,-4,False
444,P1,DPBOM000000444,가공,F2,D2,D5,D3,2022-02-27,2022-02-25,-2,False
445,P1,DPBOM000000445,가공,F2,D2,D5,D3,2021-12-26,2021-12-14,-12,False
446,P1,DPBOM000000446,가공,F2,D2,D5,D3,2024-07-23,2024-07-01,-22,False
447,P1,DPBOM000000447,가공,F2,D2,D5,D3,2023-06-08,2023-06-01,-7,False
448,P1,DPBOM000000448,족장,F3,D3,자체 진행,D4,2022-06-30,2022-06-17,-13,False
449,P1,DPBOM000000449,재마킹,F4,D6,자체 진행,D3,2022-07-10,2022-06-23,-17,False
450,P1,DPBOM000000450,가공,F4,D7,자체 진행,D3,2024-08-21,2024-07-24,-28,False
451,P1,DPBOM000000451,의장,F1,D8,자체 진행,D1,2022-09-17,2022-09-07,-10,False
452,P1,DPBOM000000452,공작,F2,D4,D5,D3,2022-11-16,2022-11-06,-10,False
453,P1,DPBOM000000453,철의장,F2,D5,D5,D3,2024-02-16,2024-02-01,-15,False
454,P1,DPBOM000000454,가공,F2,D2,D5,D3,2023-04-09,2023-03-13,-27,False
455,P1,DPBOM000000455,가공,F2,D2,D5,D3,2023-03-07,2023-03-06,-1,False
456,P1,DPBOM000000456,족장,F3,D3,자체 진행,D4,2023-05-20,2023-05-19,-1,False
457,P1,DPBOM000000457,재마킹,F4,D6,자체 진행,D3,2023-11-02,2023-10-11,-22,False
458,P1,DPBOM000000458,가공,F4,D7,자체 진행,D3,2022-07-19,2022-07-09,-10,False
459,P1,DPBOM000000459,의장,F1,D8,자체 진행,D1,2024-06-27,2024-06-25,-2,False
460,P1,DPBOM000000460,공작,F2,D4,D5,D3,2024-04-18,2024-03-24,-25,False
461,P1,DPBOM000000461,철의장,F2,D5,D5,D3,2023-10-19,2023-09-21,-28,False
462,P1,DPBOM000000462,가공,F2,D2,D5,D3,2023-06-12,2023-06-11,-1,False
463,P1,DPBOM000000463,의장,F1,D8,자체 진행,D1,2022-11-27,2022-11-25,-2,False
464,P1,DPBOM000000464,철의장,F2,D5,D5,D3,2023-12-07,2023-11-18,-19,False
465,P1,DPBOM000000465,의장,F1,D8,자체 진행,D1,2023-11-10,2023-10-19,-22,False
466,P1,DPBOM000000466,철의장,F2,D5,D5,D3,2022-11-27,2022-11-22,-5,False
467,P1,DPBOM000000467,의장,F1,D8,자체 진행,D1,2022-08-24,2022-08-20,-4,False
468,P1,DPBOM000000468,철의장,F2,D5,D5,D3,2021-11-25,2021-11-14,-11,False
469,P1,DPBOM000000469,의장,F1,D8,자체 진행,D1,2023-09-10,2023-08-21,-20,False
470,P1,DPBOM000000470,철의장,F2,D5,자체 진행,D3,2022-08-22,2022-08-06,-16,False
471,P1,DPBOM000000471,의장,F1,D8,자체 진행,D1,2022-09-21,2022-09-16,-5,False
472,P1,DPBOM000000472,철의장,F2,D5,자체 진행,D3,2023-06-13,2023-05-15,-29,False
473,P1,DPBOM000000473,의장,F1,D8,자체 진행,D1,2023-02-24,2023-02-20,-4,False
474,P1,DPBOM000000474,철의장,F2,D5,자체 진행,D3,2023-08-03,2023-07-10,-24,False
475,P1,DPBOM000000475,의장,F1,D8,자체 진행,D1,2023-07-27,2023-06-29,-28,False
476,P1,DPBOM000000476,철의장,F2,D5,자체 진행,D3,2022-12-29,2022-12-01,-28,False
477,P1,DPBOM000000477,의장,F1,D8,자체 진행,D1,2022-05-23,2022-05-05,-18,False
478,P1,DPBOM000000478,철의장,F2,D5,자체 진행,D3,2023-02-22,2023-02-05,-17,False
479,P1,DPBOM000000479,가공,F2,D2,자체 진행,D3,2024-08-12,2024-07-25,-18,False
480,P1,DPBOM000000480,족장,F3,D3,자체 진행,D4,2021-12-29,2021-12-09,-20,False
481,P1,DPBOM000000481,재마킹,F4,D6,자체 진행,D3,2023-12-10,2024-01-30,51,True
482,P1,DPBOM000000482,가공,F4,D7,자체 진행,D3,2023-08-19,2023-07-30,-20,False
483,P1,DPBOM000000483,의장,F1,D8,자체 진행,D1,2023-06-25,2023-05-29,-27,False
484,P1,DPBOM000000484,공작,F2,D4,자체 진행,D3,2024-01-23,2024-01-11,-12,False
485,P1,DPBOM000000485,철의장,F2,D5,자체 진행,D3,2022-09-03,2022-08-26,-8,False
486,P1,DPBOM000000486,가공,F2,D2,자체 진행,D3,2024-01-14,2024-01-07,-7,False
487,P1,DPBOM000000487,가공,F2,D2,자체 진행,D3,2022-06-12,2022-06-10,-2,False
488,P1,DPBOM000000488,가공,F2,D2,자체 진행,D3,2021-09-15,2021-09-12,-3,False
489,P1,DPBOM000000489,족장,F3,D3,자체 진행,D4,2023-01-05,2022-12-26,-10,False
490,P1,DPBOM000000490,재마킹,F4,D6,자체 진행,D3,2023-02-14,2023-03-26,40,True
491,P1,DPBOM000000491,가공,F4,D7,자체 진행,D3,2024-07-16,2024-07-14,-2,False
492,P1,DPBOM000000492,의장,F1,D8,자체 진행,D1,2021-09-19,2021-09-17,-2,False
493,P1,DPBOM000000493,공작,F2,D4,자체 진행,D3,2022-07-06,2022-06-08,-28,False
494,P1,DPBOM000000494,철의장,F2,D5,자체 진행,D3,2022-08-24,2022-08-06,-18,False
495,P1,DPBOM000000495,가공,F2,D2,자체 진행,D3,2022-05-29,2022-05-04,-25,False
496,P1,DPBOM000000496,의장,F1,D8,자체 진행,D1,2023-03-11,2023-02-28,-11,False
497,P1,DPBOM000000497,철의장,F2,D5,자체 진행,D3,2023-05-02,2023-04-13,-19,False
498,P1,DPBOM000000498,의장,F1,D8,자체 진행,D1,2021-11-11,2021-11-06,-5,False
499,P1,DPBOM000000499,철의장,F2,D5,D5,D3,2022-01-02,2021-12-20,-13,False
500,P1,DPBOM000000500,의장,F1,D8,자체 진행,D1,2023-08-09,2023-07-31,-9,False
501,P1,DPBOM000000501,철의장,F2,D5,D5,D3,2021-09-25,2021-08-29,-27,False
502,P1,DPBOM000000502,의장,F1,D8,자체 진행,D1,2023-12-08,2023-11-18,-20,False
503,P1,DPBOM000000503,철의장,F2,D5,D5,D3,2024-06-05,2024-05-21,-15,False
504,P1,DPBOM000000504,의장,F1,D8,자체 진행,D1,2021-10-25,2021-10-22,-3,False
505,P1,DPBOM000000505,철의장,F2,D5,자체 진행,D3,2024-04-19,2024-03-29,-21,False
506,P1,DPBOM000000506,의장,F1,D8,자체 진행,D1,2023-02-18,2023-02-01,-17,False
507,P1,DPBOM000000507,철의장,F2,D5,자체 진행,D3,2022-10-08,2022-09-13,-25,False
508,P1,DPBOM000000508,의장,F1,D8,자체 진행,D1,2022-08-28,2022-08-22,-6,False
509,P1,DPBOM000000509,철의장,F2,D5,자체 진행,D3,2021-10-28,2021-10-21,-7,False
510,P1,DPBOM000000510,의장,F1,D8,자체 진행,D1,2022-08-28,2022-09-20,23,True
511,P1,DPBOM000000511,철의장,F2,D5,자체 진행,D3,2024-08-10,2024-08-06,-4,False
512,P1,DPBOM000000512,의장,F1,D8,자체 진행,D1,2023-04-20,2023-04-08,-12,False
513,P1,DPBOM000000513,철의장,F2,D5,자체 진행,D3,2022-11-29,2022-11-05,-24,False
514,P1,DPBOM000000514,의장,F1,D8,자체 진행,D1,2022-08-30,2022-08-20,-10,False
515,P1,DPBOM000000515,철의장,F2,D5,자체 진행,D3,2023-12-22,2023-12-15,-7,False
516,P1,DPBOM000000516,가공,F2,D2,D5,D3,2022-03-11,2022-02-21,-18,False
517,P1,DPBOM000000517,족장,F3,D3,자체 진행,D4,2024-04-07,2024-03-26,-12,False
518,P1,DPBOM000000518,공작,F2,D4,D5,D3,2022-06-26,2022-06-17,-9,False
519,P1,DPBOM000000519,철의장,F2,D5,D5,D3,2022-12-21,2022-12-04,-17,False
520,P1,DPBOM000000520,가공,F2,D2,D5,D3,2024-07-06,2024-06-24,-12,False
521,P1,DPBOM000000521,가공,F2,D2,D5,D3,2022-03-29,2022-03-28,-1,False
522,P1,DPBOM000000522,족장,F3,D3,자체 진행,D4,2023-04-03,2023-03-15,-19,False
523,P1,DPBOM000000523,공작,F2,D4,D5,D3,2023-05-12,2023-04-17,-25,False
524,P1,DPBOM000000524,철의장,F2,D5,D5,D3,2023-02-16,2023-02-02,-14,False
525,P1,DPBOM000000525,가공,F2,D2,D5,D3,2021-10-06,2021-10-02,-4,False
526,P1,DPBOM000000526,족장,F3,D3,자체 진행,D4,2022-04-08,2022-03-31,-8,False
527,P1,DPBOM000000527,공작,F2,D4,D5,D3,2022-07-22,2022-07-12,-10,False
528,P1,DPBOM000000528,철의장,F2,D5,D5,D3,2023-05-01,2023-04-17,-14,False
529,P1,DPBOM000000529,가공,F2,D2,D5,D3,2021-11-18,2021-11-06,-12,False
530,P1,DPBOM000000530,족장,F3,D3,자체 진행,D4,2022-11-15,2022-11-13,-2,False
531,P1,DPBOM000000531,공작,F2,D4,D5,D3,2022-01-22,2021-12-27,-26,False
532,P1,DPBOM000000532,철의장,F2,D5,D5,D3,2023-07-21,2023-07-18,-3,False
533,P1,DPBOM000000533,가공,F2,D2,D5,D3,2022-08-10,2022-07-13,-28,False
534,P1,DPBOM000000534,가공,F2,D2,D5,D3,2024-02-11,2024-01-20,-22,False
535,P1,DPBOM000000535,족장,F3,D3,자체 진행,D4,2022-08-27,2022-08-11,-16,False
536,P1,DPBOM000000536,공작,F2,D4,D5,D3,2023-12-05,2023-11-10,-25,False
537,P1,DPBOM000000537,철의장,F2,D5,D5,D3,2021-09-27,2021-09-18,-9,False
538,P1,DPBOM000000538,가공,F2,D2,D5,D3,2022-09-13,2022-09-11,-2,False
539,P1,DPBOM000000539,족장,F3,D3,자체 진행,D4,2022-11-19,2022-10-31,-19,False
540,P1,DPBOM000000540,공작,F2,D4,D5,D3,2022-09-27,2022-08-31,-27,False
541,P1,DPBOM000000541,철의장,F2,D5,D5,D3,2022-11-18,2022-10-27,-22,False
542,P1,DPBOM000000542,가공,F2,D2,D5,D3,2023-07-30,2023-08-14,15,True
543,P1,DPBOM000000543,가공,F2,D2,자체 진행,D3,2022-09-16,2022-09-08,-8,False
544,P1,DPBOM000000544,족장,F3,D3,자체 진행,D4,2021-12-31,2021-12-28,-3,False
545,P1,DPBOM000000545,공작,F2,D4,자체 진행,D3,2024-03-27,2024-03-02,-25,False
546,P1,DPBOM000000546,철의장,F2,D5,자체 진행,D3,2023-11-27,2023-11-23,-4,False
547,P1,DPBOM000000547,가공,F2,D2,자체 진행,D3,2022-11-16,2022-11-08,-8,False
548,P1,DPBOM000000548,족장,F3,D3,자체 진행,D4,2022-06-12,2022-05-16,-27,False
549,P1,DPBOM000000549,공작,F2,D4,자체 진행,D3,2022-09-26,2022-09-06,-20,False
550,P1,DPBOM000000550,철의장,F2,D5,자체 진행,D3,2021-09-29,2021-09-22,-7,False
