No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적,일정 차이,일정 준수 여부
301,DPBOM000000301,Supp 제작,F2,D1,D4,2024-03-16,2024-03-02,-14,False
302,DPBOM000000302,제작,F2,D1,D4,2023-10-24,2023-10-08,-16,False
303,DPBOM000000303,Supp 제작,F2,D1,D4,2023-03-21,2023-02-26,-23,False
304,DPBOM000000304,계획,F1,자체 진행,D3,2022-07-10,2022-07-07,-3,False
305,DPBOM000000305,제작,F3,자체 진행,D5,2022-05-03,2022-05-14,11,True
306,DPBOM000000306,제작,F3,자체 진행,D5,2024-03-31,2024-03-11,-20,False
307,DPBOM000000307,의장,F1,자체 진행,D3,2022-02-02,2022-01-28,-5,False
308,DPBOM000000308,의장,F1,자체 진행,D3,2023-06-02,2023-06-01,-1,False
309,DPBOM000000309,계획,F1,자체 진행,D3,2022-11-24,2022-11-04,-20,False
310,DPBOM000000310,계획,F1,자체 진행,D3,2023-06-13,2023-05-30,-14,False
311,DPBOM000000311,계획,F1,자체 진행,D3,2022-11-16,2022-11-06,-10,False
312,DPBOM000000312,의장(설치),F8,자체 진행,D5,2023-12-10,2023-11-26,-14,False
313,DPBOM000000313,의장(설치),F3,자체 진행,D5,2023-09-13,2023-09-07,-6,False
314,DPBOM000000314,의장(설치),F3,자체 진행,D5,2022-07-29,2022-07-07,-22,False
315,DPBOM000000315,의장(설치),F3,자체 진행,D5,2023-03-31,2023-03-13,-18,False
316,DPBOM000000316,철의장,F8,자체 진행,D5,2023-01-10,2023-01-08,-2,False
317,DPBOM000000317,철의장,F5,자체 진행,D7,2022-08-28,2022-08-19,-9,False
318,DPBOM000000318,철의장,F5,자체 진행,D7,2024-03-01,2024-03-22,21,True
319,DPBOM000000319,제작,F3,자체 진행,D5,2022-11-12,2022-11-09,-3,False
320,DPBOM000000320,Supp 제작,F3,자체 진행,D5,2022-01-18,2022-01-17,-1,False
321,DPBOM000000321,제작,F2,자체 진행,D4,2022-03-25,2022-02-25,-28,False
322,DPBOM000000322,제작,F3,자체 진행,D5,2021-10-27,2021-10-24,-3,False
323,DPBOM000000323,Supp 제작,F2,자체 진행,D4,2023-03-13,2023-03-11,-2,False
324,DPBOM000000324,철의장,F4,자체 진행,D6,2022-12-09,2022-12-05,-4,False
325,DPBOM000000325,철의장,F5,자체 진행,D7,2022-07-07,2022-06-12,-25,False
326,DPBOM000000326,철의장,F7,자체 진행,D4,2023-10-01,2023-09-23,-8,False
327,DPBOM000000327,제작,F2,자체 진행,D4,2023-08-17,2023-08-13,-4,False
328,DPBOM000000328,Supp 제작,F2,자체 진행,D4,2021-10-14,2021-10-08,-6,False
329,DPBOM000000329,철의장,F5,자체 진행,D7,2023-01-09,2022-12-26,-14,False
330,DPBOM000000330,철의장,F5,자체 진행,D7,2021-11-22,2021-11-05,-17,False
331,DPBOM000000331,제작,F3,자체 진행,D5,2024-06-28,2024-06-04,-24,False
332,DPBOM000000332,Supp 제작,F3,자체 진행,D5,2023-10-08,2023-10-01,-7,False
333,DPBOM000000333,제작,F3,자체 진행,D5,2024-02-28,2024-02-24,-4,False
334,DPBOM000000334,철의장,F4,자체 진행,D6,2022-03-27,2022-03-12,-15,False
335,DPBOM000000335,철의장,F8,자체 진행,D5,2024-03-22,2024-03-08,-14,False
336,DPBOM000000336,철의장,F5,자체 진행,D7,2023-03-16,2023-03-08,-8,False
337,DPBOM000000337,철의장,F5,자체 진행,D7,2022-01-24,2022-01-23,-1,False
338,DPBOM000000338,제작,F3,자체 진행,D5,2023-10-05,2023-10-27,22,True
339,DPBOM000000339,Supp 제작,F3,자체 진행,D5,2024-01-31,2024-01-22,-9,False
340,DPBOM000000340,제작,F3,자체 진행,D5,2023-07-07,2023-07-05,-2,False
341,DPBOM000000341,철의장,F4,자체 진행,D6,2023-07-22,2023-07-01,-21,False
342,DPBOM000000342,의장(설치),F1,자체 진행,D3,2023-08-28,2023-08-04,-24,False
343,DPBOM000000343,철의장,F1,자체 진행,D3,2023-08-02,2023-07-17,-16,False
344,DPBOM000000344,철의장,F7,자체 진행,D4,2024-05-01,2024-04-12,-19,False
345,DPBOM000000345,철의장,F7,자체 진행,D4,2023-11-06,2023-10-19,-18,False
346,DPBOM000000346,철의장,F9,자체 진행,D8,2023-12-19,2023-11-23,-26,False
347,DPBOM000000347,철의장,F6,자체 진행,D8,2021-09-24,2021-09-02,-22,False
348,DPBOM000000348,계획,F9,자체 진행,D8,2023-10-10,2023-09-24,-16,False
349,DPBOM000000349,철의장,F1,자체 진행,D3,2021-10-22,2021-10-05,-17,False
350,DPBOM000000350,철의장,F7,자체 진행,D4,2024-08-21,2024-07-27,-25,False
351,DPBOM000000351,제작,F2,D1,D4,2023-03-27,2023-03-14,-13,False
352,DPBOM000000352,Supp 제작,F2,D1,D4,2022-06-03,2022-05-25,-9,False
353,DPBOM000000353,철의장,F7,자체 진행,D4,2024-05-03,2024-04-27,-6,False
354,DPBOM000000354,제작,F2,D1,D4,2022-01-21,2022-01-03,-18,False
355,DPBOM000000355,Supp 제작,F2,D1,D4,2023-09-06,2023-08-31,-6,False
356,DPBOM000000356,의장(설치),F1,자체 진행,D3,2021-11-01,2021-10-12,-20,False
357,DPBOM000000357,의장(설치),F2,자체 진행,D4,2022-01-10,2021-12-29,-12,False
358,DPBOM000000358,의장(설치),F3,자체 진행,D5,2021-11-21,2021-10-24,-28,False
359,DPBOM000000359,의장(설치),F3,자체 진행,D5,2023-12-25,2023-12-12,-13,False
360,DPBOM000000360,의장,F1,자체 진행,D3,2024-06-22,2024-06-11,-11,False
361,DPBOM000000361,철의장,F8,자체 진행,D5,2021-12-19,2021-11-30,-19,False
362,DPBOM000000362,철의장,F5,자체 진행,D7,2024-02-27,2024-02-02,-25,False
363,DPBOM000000363,제작,F3,자체 진행,D5,2023-03-03,2023-02-19,-12,False
364,DPBOM000000364,Supp 제작,F3,자체 진행,D5,2024-04-22,2024-03-26,-27,False
365,DPBOM000000365,제작,F2,자체 진행,D4,2021-10-05,2021-09-15,-20,False
366,DPBOM000000366,Supp 제작,F2,자체 진행,D4,2023-02-15,2023-01-17,-29,False
367,DPBOM000000367,철의장,F1,자체 진행,D3,2022-03-28,2022-03-12,-16,False
368,DPBOM000000368,제작,F2,D1,D4,2023-05-21,2023-05-07,-14,False
369,DPBOM000000369,Supp 제작,F2,D1,D4,2023-07-20,2023-07-03,-17,False
370,DPBOM000000370,철의장,F7,자체 진행,D4,2022-11-19,2022-11-07,-12,False
371,DPBOM000000371,제작,F2,자체 진행,D4,2023-08-15,2023-08-07,-8,False
372,DPBOM000000372,Supp 제작,F2,자체 진행,D4,2021-11-09,2021-11-19,10,True
373,DPBOM000000373,제작,F2,자체 진행,D4,2021-11-24,2021-11-08,-16,False
374,DPBOM000000374,Supp 제작,F2,자체 진행,D4,2023-03-14,2023-02-17,-25,False
375,DPBOM000000375,의장(설치),F3,자체 진행,D5,2023-09-22,2023-08-30,-23,False
376,DPBOM000000376,철의장,F5,자체 진행,D7,2022-03-31,2022-03-10,-21,False
377,DPBOM000000377,제작,F2,자체 진행,D4,2024-07-12,2024-07-09,-3,False
378,DPBOM000000378,Supp 제작,F2,자체 진행,D4,2022-11-07,2022-11-05,-2,False
379,DPBOM000000379,제작,F2,자체 진행,D4,2023-08-19,2023-08-06,-13,False
380,DPBOM000000380,Supp 제작,F2,자체 진행,D4,2023-08-26,2023-08-03,-23,False
381,DPBOM000000381,철의장,F8,자체 진행,D5,2023-09-21,2023-09-03,-18,False
382,DPBOM000000382,철의장,F5,자체 진행,D7,2022-12-04,2022-11-05,-29,False
383,DPBOM000000383,제작,F3,자체 진행,D5,2024-03-24,2024-03-21,-3,False
384,DPBOM000000384,Supp 제작,F3,자체 진행,D5,2022-03-23,2022-04-01,9,True
385,DPBOM000000385,제작,F2,자체 진행,D4,2024-06-23,2024-06-04,-19,False
386,DPBOM000000386,제작,F3,자체 진행,D5,2022-02-01,2022-01-15,-17,False
387,DPBOM000000387,Supp 제작,F2,자체 진행,D4,2022-01-02,2021-12-15,-18,False
388,DPBOM000000388,철의장,F1,자체 진행,D3,2023-08-22,2023-08-01,-21,False
389,DPBOM000000389,철의장,F4,자체 진행,D6,2023-10-23,2023-10-04,-19,False
390,DPBOM000000390,의장(설치),F3,자체 진행,D5,2023-12-05,2023-11-08,-27,False
391,DPBOM000000391,의장(설치),F3,자체 진행,D5,2022-02-22,2022-02-12,-10,False
392,DPBOM000000392,제작,F3,자체 진행,D5,2022-03-30,2022-03-13,-17,False
393,DPBOM000000393,Supp 제작,F3,자체 진행,D5,2022-04-14,2022-04-08,-6,False
394,DPBOM000000394,제작,F3,자체 진행,D5,2024-02-01,2024-01-24,-8,False
395,DPBOM000000395,제작,F2,자체 진행,D4,2023-09-07,2023-09-01,-6,False
396,DPBOM000000396,Supp 제작,F2,자체 진행,D4,2024-01-31,2024-01-26,-5,False
397,DPBOM000000397,철의장,F4,자체 진행,D6,2023-11-04,2023-12-15,41,True
398,DPBOM000000398,철의장,F8,자체 진행,D5,2024-08-20,2024-08-06,-14,False
399,DPBOM000000399,철의장,F5,자체 진행,D7,2022-12-02,2022-11-15,-17,False
400,DPBOM000000400,철의장,F5,자체 진행,D7,2022-05-24,2022-05-10,-14,False
401,DPBOM000000401,제작,F3,자체 진행,D5,2023-06-16,2023-05-26,-21,False
402,DPBOM000000402,Supp 제작,F3,자체 진행,D5,2023-11-09,2023-10-22,-18,False
403,DPBOM000000403,제작,F2,자체 진행,D4,2024-06-09,2024-06-04,-5,False
404,DPBOM000000404,제작,F3,자체 진행,D5,2022-06-09,2022-05-29,-11,False
405,DPBOM000000405,Supp 제작,F2,자체 진행,D4,2022-03-31,2022-03-28,-3,False
406,DPBOM000000406,Supp 제작,F2,자체 진행,D4,2023-03-29,2023-03-20,-9,False
407,DPBOM000000407,철의장,F4,자체 진행,D6,2024-04-01,2024-03-18,-14,False
408,DPBOM000000408,철의장,F8,자체 진행,D5,2023-11-26,2023-11-25,-1,False
409,DPBOM000000409,철의장,F5,자체 진행,D7,2023-05-23,2023-05-19,-4,False
410,DPBOM000000410,철의장,F5,자체 진행,D7,2022-01-11,2021-12-26,-16,False
411,DPBOM000000411,제작,F3,자체 진행,D5,2022-07-24,2022-06-30,-24,False
412,DPBOM000000412,Supp 제작,F3,자체 진행,D5,2023-09-28,2023-09-05,-23,False
413,DPBOM000000413,제작,F2,자체 진행,D4,2024-05-16,2024-05-05,-11,False
414,DPBOM000000414,제작,F3,자체 진행,D5,2024-06-20,2024-07-10,20,True
415,DPBOM000000415,제작,F2,자체 진행,D4,2023-10-12,2023-09-28,-14,False
416,DPBOM000000416,Supp 제작,F2,자체 진행,D4,2021-10-20,2021-09-27,-23,False
417,DPBOM000000417,Supp 제작,F2,자체 진행,D4,2023-06-10,2023-05-17,-24,False
418,DPBOM000000418,철의장,F4,자체 진행,D6,2023-04-27,2023-04-19,-8,False
419,DPBOM000000419,제작,F3,자체 진행,D5,2023-10-19,2023-09-22,-27,False
420,DPBOM000000420,Supp 제작,F3,자체 진행,D5,2021-09-08,2021-08-29,-10,False
421,DPBOM000000421,제작,F2,자체 진행,D4,2024-01-30,2024-01-08,-22,False
422,DPBOM000000422,Supp 제작,F2,자체 진행,D4,2022-03-24,2022-03-18,-6,False
423,DPBOM000000423,철의장,F7,자체 진행,D4,2022-02-24,2022-01-26,-29,False
424,DPBOM000000424,제작,F2,자체 진행,D4,2024-08-02,2024-07-20,-13,False
425,DPBOM000000425,Supp 제작,F2,자체 진행,D4,2024-01-24,2024-01-04,-20,False
426,DPBOM000000426,의장(설치),F1,자체 진행,D3,2022-12-20,2022-12-05,-15,False
427,DPBOM000000427,계획,F1,자체 진행,D3,2023-07-23,2023-06-25,-28,False
428,DPBOM000000428,철의장,F1,자체 진행,D3,2021-12-19,2021-12-04,-15,False
429,DPBOM000000429,철의장,F7,자체 진행,D4,2024-07-26,2024-07-23,-3,False
430,DPBOM000000430,철의장,F9,자체 진행,D8,2023-09-14,2023-08-21,-24,False
431,DPBOM000000431,철의장,F6,자체 진행,D8,2023-05-09,2023-04-28,-11,False
432,DPBOM000000432,계획,F9,자체 진행,D8,2022-06-02,2022-05-06,-27,False
433,DPBOM000000433,계획,F1,자체 진행,D3,2024-04-20,2024-04-07,-13,False
434,DPBOM000000434,계획,F9,자체 진행,D8,2023-01-15,2022-12-25,-21,False
435,DPBOM000000435,계획,F1,자체 진행,D3,2024-05-14,2024-04-16,-28,False
436,DPBOM000000436,계획,F1,자체 진행,D3,2023-06-24,2023-08-11,48,True
437,DPBOM000000437,철의장,F1,자체 진행,D3,2023-07-20,2023-06-26,-24,False
438,DPBOM000000438,철의장,F1,자체 진행,D3,2023-01-14,2023-01-02,-12,False
439,DPBOM000000439,의장,F1,자체 진행,D3,2022-10-23,2022-10-02,-21,False
440,DPBOM000000440,의장,F1,자체 진행,D3,2024-08-24,2024-08-17,-7,False
441,DPBOM000000441,의장,F1,자체 진행,D3,2023-06-06,2023-05-08,-29,False
442,DPBOM000000442,철의장,F5,자체 진행,D7,2022-01-09,2021-12-18,-22,False
443,DPBOM000000443,제작,F3,자체 진행,D5,2024-02-15,2024-02-14,-1,False
444,DPBOM000000444,Supp 제작,F3,자체 진행,D5,2022-11-12,2022-11-11,-1,False
445,DPBOM000000445,제작,F2,자체 진행,D4,2024-06-09,2024-06-03,-6,False
446,DPBOM000000446,제작,F3,자체 진행,D5,2022-11-26,2022-11-14,-12,False
447,DPBOM000000447,Supp 제작,F2,자체 진행,D4,2022-09-28,2022-09-06,-22,False
448,DPBOM000000448,철의장,F1,자체 진행,D3,2022-09-15,2022-09-08,-7,False
449,DPBOM000000449,철의장,F5,자체 진행,D7,2022-11-06,2022-10-16,-21,False
450,DPBOM000000450,제작,F3,자체 진행,D5,2024-05-26,2024-05-06,-20,False
451,DPBOM000000451,Supp 제작,F3,자체 진행,D5,2023-07-23,2023-07-15,-8,False
452,DPBOM000000452,제작,F2,자체 진행,D4,2023-09-13,2023-08-29,-15,False
453,DPBOM000000453,제작,F3,자체 진행,D5,2023-07-21,2023-07-06,-15,False
454,DPBOM000000454,Supp 제작,F2,자체 진행,D4,2023-09-05,2023-09-03,-2,False
455,DPBOM000000455,철의장,F1,자체 진행,D3,2024-05-02,2024-04-22,-10,False
456,DPBOM000000456,철의장,F4,자체 진행,D6,2024-07-28,2024-07-05,-23,False
457,DPBOM000000457,철의장,F7,자체 진행,D4,2021-09-18,2021-09-05,-13,False
458,DPBOM000000458,제작,F2,D1,D4,2024-03-05,2024-03-01,-4,False
459,DPBOM000000459,Supp 제작,F2,D1,D4,2022-04-13,2022-04-04,-9,False
460,DPBOM000000460,제작,F2,D1,D4,2022-04-15,2022-04-02,-13,False
461,DPBOM000000461,Supp 제작,F2,D1,D4,2024-01-25,2024-01-07,-18,False
462,DPBOM000000462,의장(설치),F3,자체 진행,D5,2024-03-21,2024-02-29,-21,False
463,DPBOM000000463,의장(설치),F3,자체 진행,D5,2024-04-10,2024-03-29,-12,False
464,DPBOM000000464,의장(설치),F3,자체 진행,D5,2022-07-23,2022-06-28,-25,False
465,DPBOM000000465,의장(설치),F3,자체 진행,D5,2023-06-25,2023-06-15,-10,False
466,DPBOM000000466,의장(설치),F3,자체 진행,D5,2023-06-03,2023-05-21,-13,False
467,DPBOM000000467,의장(설치),F3,자체 진행,D5,2022-06-03,2022-05-29,-5,False
468,DPBOM000000468,의장(설치),F3,자체 진행,D5,2022-11-26,2022-11-12,-14,False
469,DPBOM000000469,철의장,F5,자체 진행,D7,2024-04-17,2024-03-27,-21,False
470,DPBOM000000470,철의장,F5,자체 진행,D7,2021-12-02,2021-11-12,-20,False
471,DPBOM000000471,제작,F3,자체 진행,D5,2022-03-30,2022-03-25,-5,False
472,DPBOM000000472,Supp 제작,F3,자체 진행,D5,2023-06-09,2023-06-08,-1,False
473,DPBOM000000473,제작,F3,자체 진행,D5,2022-06-30,2022-06-17,-13,False
474,DPBOM000000474,Supp 제작,F3,자체 진행,D5,2023-04-08,2023-03-27,-12,False
475,DPBOM000000475,제작,F3,자체 진행,D5,2023-02-27,2023-02-26,-1,False
476,DPBOM000000476,제작,F2,자체 진행,D4,2024-05-28,2024-05-05,-23,False
477,DPBOM000000477,Supp 제작,F2,자체 진행,D4,2023-07-22,2023-07-01,-21,False
478,DPBOM000000478,철의장,F4,자체 진행,D6,2023-03-20,2023-02-27,-21,False
479,DPBOM000000479,철의장,F8,자체 진행,D5,2022-03-29,2022-05-12,44,True
480,DPBOM000000480,철의장,F5,자체 진행,D7,2022-12-25,2022-12-15,-10,False
481,DPBOM000000481,철의장,F5,자체 진행,D7,2022-11-22,2022-11-09,-13,False
482,DPBOM000000482,제작,F3,자체 진행,D5,2022-10-05,2022-10-04,-1,False
483,DPBOM000000483,Supp 제작,F3,자체 진행,D5,2022-03-30,2022-03-08,-22,False
484,DPBOM000000484,제작,F3,자체 진행,D5,2022-04-20,2022-04-01,-19,False
485,DPBOM000000485,Supp 제작,F3,자체 진행,D5,2023-12-28,2023-12-26,-2,False
486,DPBOM000000486,제작,F3,자체 진행,D5,2022-08-21,2022-08-08,-13,False
487,DPBOM000000487,제작,F2,자체 진행,D4,2023-11-17,2023-10-26,-22,False
488,DPBOM000000488,Supp 제작,F2,자체 진행,D4,2021-11-13,2022-01-01,49,True
489,DPBOM000000489,철의장,F4,자체 진행,D6,2022-10-25,2022-10-20,-5,False
490,DPBOM000000490,제작,F3,자체 진행,D5,2023-01-09,2022-12-21,-19,False
491,DPBOM000000491,Supp 제작,F3,자체 진행,D5,2023-05-06,2023-04-11,-25,False
492,DPBOM000000492,철의장,F5,자체 진행,D7,2023-12-03,2023-11-22,-11,False
493,DPBOM000000493,제작,F3,자체 진행,D5,2024-07-19,2024-06-21,-28,False
494,DPBOM000000494,철의장,F4,자체 진행,D6,2024-08-19,2024-08-15,-4,False
495,DPBOM000000495,철의장,F8,자체 진행,D5,2024-04-06,2024-03-30,-7,False
496,DPBOM000000496,철의장,F5,자체 진행,D7,2021-11-01,2021-10-10,-22,False
497,DPBOM000000497,철의장,F5,자체 진행,D7,2023-05-05,2023-04-06,-29,False
498,DPBOM000000498,제작,F3,자체 진행,D5,2021-09-17,2021-09-02,-15,False
499,DPBOM000000499,Supp 제작,F3,자체 진행,D5,2022-12-13,2022-12-01,-12,False
500,DPBOM000000500,제작,F3,자체 진행,D5,2022-12-30,2022-12-03,-27,False
501,DPBOM000000501,철의장,F1,자체 진행,D3,2024-05-23,2024-05-12,-11,False
502,DPBOM000000502,철의장,F4,자체 진행,D6,2023-08-18,2023-07-29,-20,False
503,DPBOM000000503,철의장,F7,자체 진행,D4,2021-09-03,2021-08-28,-6,False
504,DPBOM000000504,철의장,F7,자체 진행,D4,2023-09-05,2023-08-12,-24,False
505,DPBOM000000505,철의장,F7,자체 진행,D4,2021-12-12,2021-11-27,-15,False
506,DPBOM000000506,철의장,F5,자체 진행,D7,2023-09-03,2023-10-10,37,True
507,DPBOM000000507,제작,F9,자체 진행,D8,2024-01-14,2024-01-13,-1,False
508,DPBOM000000508,제작,F2,자체 진행,D4,2023-04-14,2023-03-21,-24,False
509,DPBOM000000509,제작,F2,자체 진행,D4,2021-12-26,2021-11-30,-26,False
510,DPBOM000000510,제작,F2,자체 진행,D4,2023-12-19,2023-12-14,-5,False
511,DPBOM000000511,제작,F2,자체 진행,D4,2022-09-09,2022-08-17,-23,False
512,DPBOM000000512,Supp 제작,F9,자체 진행,D8,2024-02-23,2024-01-29,-25,False
513,DPBOM000000513,Supp 제작,F2,자체 진행,D4,2023-08-28,2023-08-12,-16,False
514,DPBOM000000514,Supp 제작,F2,자체 진행,D4,2021-12-19,2021-12-07,-12,False
515,DPBOM000000515,Supp 제작,F2,자체 진행,D4,2023-03-12,2023-03-06,-6,False
516,DPBOM000000516,Supp 제작,F2,자체 진행,D4,2024-03-14,2024-03-12,-2,False
517,DPBOM000000517,철의장,F9,자체 진행,D8,2024-07-14,2024-07-10,-4,False
518,DPBOM000000518,철의장,F9,자체 진행,D8,2022-10-18,2022-10-12,-6,False
519,DPBOM000000519,철의장,F5,자체 진행,D7,2021-09-30,2021-09-03,-27,False
520,DPBOM000000520,제작,F9,자체 진행,D8,2021-11-22,2021-11-21,-1,False
521,DPBOM000000521,제작,F2,자체 진행,D4,2024-06-27,2024-06-19,-8,False
522,DPBOM000000522,제작,F2,자체 진행,D4,2022-09-12,2022-08-30,-13,False
523,DPBOM000000523,Supp 제작,F9,자체 진행,D8,2022-01-25,2022-01-15,-10,False
524,DPBOM000000524,Supp 제작,F2,자체 진행,D4,2021-11-16,2021-10-29,-18,False
525,DPBOM000000525,Supp 제작,F2,자체 진행,D4,2022-02-23,2022-02-06,-17,False
526,DPBOM000000526,철의장,F9,자체 진행,D8,2023-05-17,2023-05-04,-13,False
527,DPBOM000000527,철의장,F9,자체 진행,D8,2024-08-19,2024-08-07,-12,False
528,DPBOM000000528,철의장,F9,자체 진행,D8,2022-07-12,2022-06-25,-17,False
529,DPBOM000000529,철의장,F6,자체 진행,D8,2022-09-20,2022-09-11,-9,False
530,DPBOM000000530,철의장,F9,자체 진행,D8,2024-06-25,2024-06-23,-2,False
531,DPBOM000000531,철의장,F6,자체 진행,D8,2024-05-07,2024-04-18,-19,False
532,DPBOM000000532,철의장,F1,자체 진행,D3,2024-01-15,2023-12-23,-23,False
533,DPBOM000000533,계획,F1,자체 진행,D3,2024-03-27,2024-03-25,-2,False
534,DPBOM000000534,계획,F1,자체 진행,D3,2022-10-02,2022-09-04,-28,False
535,DPBOM000000535,계획,F1,자체 진행,D3,2022-11-25,2022-10-27,-29,False
536,DPBOM000000536,의장(설치),F3,자체 진행,D5,2024-06-03,2024-05-31,-3,False
537,DPBOM000000537,철의장,F5,자체 진행,D7,2023-05-04,2023-04-25,-9,False
538,DPBOM000000538,철의장,F5,자체 진행,D7,2024-08-25,2024-08-19,-6,False
539,DPBOM000000539,의장,F1,자체 진행,D3,2022-10-24,2022-10-11,-13,False
540,DPBOM000000540,의장,F1,자체 진행,D3,2023-10-31,2023-10-07,-24,False
541,DPBOM000000541,철의장,F8,자체 진행,D5,2021-12-03,2022-01-17,45,True
542,DPBOM000000542,철의장,F5,자체 진행,D7,2022-11-23,2022-11-05,-18,False
543,DPBOM000000543,제작,F2,자체 진행,D4,2023-07-27,2023-09-14,49,True
544,DPBOM000000544,제작,F3,자체 진행,D5,2023-06-08,2023-06-07,-1,False
545,DPBOM000000545,Supp 제작,F2,자체 진행,D4,2023-03-12,2023-02-23,-17,False
546,DPBOM000000546,철의장,F1,자체 진행,D3,2023-04-21,2023-04-07,-14,False
547,DPBOM000000547,철의장,F4,자체 진행,D6,2023-07-05,2023-06-27,-8,False
548,DPBOM000000548,철의장,F5,자체 진행,D7,2022-03-05,2022-02-09,-24,False
549,DPBOM000000549,제작,F2,자체 진행,D4,2023-06-24,2023-06-23,-1,False
550,DPBOM000000550,제작,F3,자체 진행,D5,2023-01-19,2023-02-02,14,True
551,DPBOM000000551,Supp 제작,F2,자체 진행,D4,2024-04-03,2024-03-07,-27,False
552,DPBOM000000552,철의장,F1,자체 진행,D3,2022-07-14,2022-08-26,43,True
553,DPBOM000000553,철의장,F4,자체 진행,D6,2023-01-23,2022-12-27,-27,False
554,DPBOM000000554,제작,F2,D1,D4,2022-08-13,2022-08-01,-12,False
555,DPBOM000000555,Supp 제작,F2,D1,D4,2022-02-17,2022-01-27,-21,False
556,DPBOM000000556,제작,F3,자체 진행,D5,2022-11-18,2022-11-13,-5,False
557,DPBOM000000557,Supp 제작,F3,자체 진행,D5,2022-04-11,2022-03-21,-21,False
558,DPBOM000000558,계획,F5,자체 진행,D7,2022-10-10,2022-09-25,-15,False
559,DPBOM000000559,계획,F3,자체 진행,D5,2023-04-10,2023-03-12,-29,False
560,DPBOM000000560,의장(설치),F1,자체 진행,D3,2022-07-20,2022-07-02,-18,False
561,DPBOM000000561,의장(설치),F1,자체 진행,D3,2022-04-03,2022-03-13,-21,False
562,DPBOM000000562,의장(설치),F2,자체 진행,D4,2022-09-23,2022-09-05,-18,False
563,DPBOM000000563,계획,F1,자체 진행,D3,2022-08-23,2022-07-31,-23,False
564,DPBOM000000564,철의장,F1,자체 진행,D3,2023-10-14,2023-09-30,-14,False
565,DPBOM000000565,철의장,F1,자체 진행,D3,2023-08-14,2023-08-02,-12,False
